Reference,WKT Polygon
AS-017916,"POLYGON ((145.000025137725 -37.923224951329, 144.999706685771 -37.9231756500387, 144.999721179781 -37.9231067770432, 144.999751061227 -37.9231081863028, 144.999780924154 -37.9231060806915, 144.999810088736 -37.9231003585337, 144.999837867825 -37.9230911883797, 144.999863455682 -37.9230789169973, 144.999886508731 -37.9230636286629, 144.999906330067 -37.9230458522287, 144.999922571236 -37.923025852122, 144.999934649043 -37.9230041591284, 144.99994369183 -37.9229769174182, 145.00032368972 -37.9230261828729, 145.000297030723 -37.9231619860491, 145.0000881015 -37.9231348237455, 145.000065097806 -37.9231356942983, 145.000048248132 -37.9231403642529, 145.000033473539 -37.9231482235657, 145.000021695915 -37.9231588373275, 145.000013619486 -37.9231714064623, 145.00000983233 -37.9231852200361, 145.000010586277 -37.9231993811644, 145.000015680753 -37.9232128951543, 145.000025137725 -37.923224951329))"
AS-017917,"POLYGON ((145.001878619442 -37.9470418844718, 145.001894887227 -37.9470336899081, 145.002120040224 -37.9459015081895, 145.002407597771 -37.9459355000775, 145.002396608948 -37.9459420721661, 145.002179944152 -37.9470677300289, 145.002190766901 -37.9470798993399, 145.001878619442 -37.9470418844718))"
AS-017918,"POLYGON ((144.999414915395 -37.9231954705124, 144.999425329085 -37.9231428392731, 144.999706685771 -37.9231756500387, 145.000025137725 -37.923224951329, 145.000125973028 -37.9233074101036, 145.000231078228 -37.923475822523, 145.000220771354 -37.9235917175224, 145.000269977568 -37.9236104872054, 145.000267048879 -37.9236262078292, 145.00021570065 -37.9236319134527, 145.000164137602 -37.9238848954067, 144.999991750777 -37.9238609675134, 145.000040627721 -37.9236231696826, 145.000051693797 -37.9235002585134, 144.999981845928 -37.9233867856976, 144.999875672162 -37.9232998203194, 144.999782401345 -37.92325308602, 144.999694839402 -37.923230780209, 144.999414915395 -37.9231954705124))"
AS-017919,"POLYGON ((145.002160832588 -37.9456979073462, 145.002372461174 -37.9446067683954, 145.002643901242 -37.9446390440487, 145.00244280029 -37.9457365803561, 145.002160832588 -37.9456979073462))"
AS-017920,"POLYGON ((145.024500199398 -37.9487898319099, 145.024675161407 -37.9488178229815, 145.024409214373 -37.9501046367819, 145.024233903691 -37.9500810551428, 145.024500199398 -37.9487898319099))"
AS-017921,"POLYGON ((145.024500199398 -37.9487898319099, 145.024838186346 -37.9471456533318, 145.024911379052 -37.9468049799496, 145.025082932979 -37.9468240817099, 145.024675161407 -37.9488178229815, 145.024500199398 -37.9487898319099))"
AS-017922,"POLYGON ((145.001469284986 -37.9052904849481, 145.001762447388 -37.9038880185699, 145.001780331637 -37.9038028914757, 145.001900122061 -37.9031795144602, 145.002122479199 -37.9032127586159, 145.002112916174 -37.9032593669146, 145.001795978265 -37.9048263445387, 145.001699507085 -37.9053107064922, 145.001710720186 -37.9053250452901, 145.001593005412 -37.905308176652, 145.001469284986 -37.9052904849481))"
AS-017923,"POLYGON ((145.001900122061 -37.9031795144602, 145.0019395561 -37.9029746274324, 145.001962872329 -37.9028400282299, 145.002134249283 -37.9019953886086, 145.002161942996 -37.9018587008629, 145.00231335916 -37.9011127604087, 145.002309812313 -37.901042048496, 145.002519478546 -37.9010691286494, 145.002132330474 -37.9031639022874, 145.002122479199 -37.9032127586159, 145.001900122061 -37.9031795144602))"
AS-017924,"POLYGON ((145.002306405135 -37.9009745831643, 145.002489550737 -37.9000182172313, 145.00257755491 -37.8995226259872, 145.002691580154 -37.8995368175315, 145.002833261655 -37.8995544522613, 145.002795232089 -37.8995771470469, 145.002519478546 -37.9010691286494, 145.002309812313 -37.901042048496, 145.002306405135 -37.9009745831643))"
AS-017925,"POLYGON ((145.002645550599 -37.8991613297558, 145.002788792889 -37.8984396712247, 145.002816945764 -37.8983027206664, 145.003002049073 -37.8973659420266, 145.003119805211 -37.897380827264, 145.003227928567 -37.8973944675104, 145.003155219506 -37.8977536115431, 145.002873051169 -37.8991889823219, 145.002767295387 -37.8991760127311, 145.002645550599 -37.8991613297558))"
AS-017926,"POLYGON ((145.003031993234 -37.897187928428, 145.003102547727 -37.8968538004085, 145.003343619976 -37.8956593348758, 145.003353206101 -37.8956075901248, 145.003584589326 -37.8956384611901, 145.003271309707 -37.8972157807016, 145.003160777604 -37.8972029106726, 145.003031993234 -37.897187928428))"
AS-017927,"POLYGON ((145.003353206101 -37.8956075901248, 145.003365755372 -37.895538773415, 145.003511453529 -37.8948182365326, 145.003594889084 -37.8944238580573, 145.003708275538 -37.8950170398103, 145.003584589326 -37.8956384611901, 145.003353206101 -37.8956075901248))"
AS-017928,"POLYGON ((145.010898676811 -37.9313279576758, 145.011033006943 -37.9312449787403, 145.011231830104 -37.931441280202, 145.011758591295 -37.9319530360195, 145.011782477025 -37.9319702014492, 145.011809511 -37.9319845363532, 145.011838679403 -37.9319956631271, 145.011873943192 -37.9320043696497, 145.01233364852 -37.9320828801313, 145.012362770363 -37.9320703954214, 145.012330445198 -37.9322440447259, 145.012309828791 -37.9322195450841, 145.011837339649 -37.9321382951637, 145.011795274132 -37.9321286626146, 145.011754893003 -37.9321156340881, 145.011716307566 -37.9320993015839, 145.011679965443 -37.9320799430202, 145.011646435263 -37.932057568011, 145.011624161106 -37.9320397088624, 145.010963459669 -37.931393847009, 145.010898676811 -37.9313279576758))"
AS-017930,"POLYGON ((145.032540407361 -37.9532677794969, 145.032710960503 -37.9532909087926, 145.032692995487 -37.9533883848535, 145.032375137315 -37.9550128268408, 145.03229106962 -37.9550241267532, 145.032193868797 -37.9550370993098, 145.032540407361 -37.9532677794969))"
AS-017929,"POLYGON ((145.010150919985 -37.9302021898328, 145.010370795793 -37.9302293393974, 145.010341582092 -37.930245246501, 145.010300510187 -37.9304520003541, 145.010301216289 -37.9304806693975, 145.010306694304 -37.9305053639069, 145.010316520497 -37.930529140681, 145.010330593292 -37.9305515474172, 145.011033006943 -37.9312449787403, 145.010898676811 -37.9313279576758, 145.010832677097 -37.9312607860967, 145.010202137574 -37.9306445377664, 145.010179187569 -37.9306180157166, 145.010160489038 -37.9305899434806, 145.010145925827 -37.9305604092123, 145.010135829384 -37.9305297789867, 145.010130078694 -37.9304983211076, 145.010128770474 -37.9304666680284, 145.010132124876 -37.9304350938233, 145.010172561052 -37.9302266170631, 145.010150919985 -37.9302021898328))"
AS-017931,"POLYGON ((145.014434266627 -37.9453516208693, 145.014587118916 -37.9445855973335, 145.014615620159 -37.9444441449019, 145.014756585483 -37.9437348740045, 145.014889386174 -37.9437517143361, 145.014929193726 -37.9437567117854, 145.014765115673 -37.9445679651752, 145.014608294806 -37.9453631197278, 145.0146196833 -37.9453754776999, 145.014434266627 -37.9453516208693))"
AS-017932,"POLYGON ((145.032540407361 -37.9532677794969, 145.032600353581 -37.9529618449813, 145.032636136947 -37.952772387534, 145.032903025969 -37.9514154591436, 145.033048017597 -37.9515690098047, 145.032728412752 -37.9531955869496, 145.032710960503 -37.9532909087926, 145.032540407361 -37.9532677794969))"
AS-017933,"POLYGON ((144.988694918831 -37.9029623586941, 144.988734073378 -37.9027481896951, 144.988779764464 -37.9027952006311, 144.989164588788 -37.9028385457582, 144.989268177342 -37.9028184177282, 144.989290284914 -37.9028168129688, 144.989312183188 -37.902818719182, 144.98933364481 -37.9028241324825, 144.989352967057 -37.9028329336561, 144.989369712377 -37.9028444844094, 144.989382973796 -37.9028586791277, 144.98939243234 -37.9028747013105, 144.989397652907 -37.9028918225894, 144.98939831162 -37.902909406613, 144.989394425636 -37.9029268228574, 144.989386246828 -37.9029431744585, 144.98937401726 -37.9029579248516, 144.98935821126 -37.9029703612072, 144.989339636837 -37.9029800467482, 144.989318988324 -37.9029865427551, 144.989296957604 -37.9029895005839, 144.989274795145 -37.9029889416039, 144.988753394257 -37.9029283028783, 144.988694918831 -37.9029623586941))"
AS-017934,"POLYGON ((145.001899397022 -37.9335663181003, 145.002024136759 -37.9329177957065, 145.002054858324 -37.9327538548727, 145.002116355942 -37.9324407532008, 145.002310253253 -37.9314187003638, 145.002396098077 -37.9314291698867, 145.002482964002 -37.9314397468036, 145.002072853523 -37.9335852150621, 145.001899397022 -37.9335663181003))"
AS-017936,"POLYGON ((144.999890950495 -37.9298730030603, 144.999903604426 -37.9298049098854, 144.999915621373 -37.9297393291405, 145.0013975183 -37.9299114967299, 145.0013736046 -37.9300467158329, 144.999890950495 -37.9298730030603))"
AS-017935,"POLYGON ((145.002335783191 -37.9312783718887, 145.002710301588 -37.9293289318033, 145.002883588401 -37.9293495368062, 145.002507028978 -37.9313030881895, 145.002422481563 -37.9312909285671, 145.002335783191 -37.9312783718887))"
AS-017937,"POLYGON ((144.996186781103 -37.9241592049829, 144.996160341455 -37.924295010845, 144.994478403384 -37.9240871966085, 144.994438999955 -37.9239421581367, 144.996186781103 -37.9241592049829))"
AS-017938,"POLYGON ((145.011604299525 -37.9267087901734, 145.01161859021 -37.9266344150741, 145.011702215192 -37.926237242224, 145.012014976206 -37.9248808640108, 145.012203060887 -37.9249642463077, 145.012168981818 -37.9249792606402, 145.011877694565 -37.926260754715, 145.011851046542 -37.9263842148606, 145.011798159293 -37.9266286187646, 145.011796327159 -37.926730419712, 145.011604299525 -37.9267087901734))"
AS-017939,"POLYGON ((145.011260398177 -37.9285868666121, 145.011586968645 -37.9267988843088, 145.011604299525 -37.9267087901734, 145.011796327159 -37.926730419712, 145.011794919968 -37.9268122219248, 145.011466623676 -37.9286095478205, 145.011260398177 -37.9285868666121))"
AS-017940,"POLYGON ((145.011006933191 -37.9299750642798, 145.011260398177 -37.9285868666121, 145.011466623676 -37.9286095478205, 145.011212939864 -37.9299975620372, 145.011006933191 -37.9299750642798))"
AS-017941,"POLYGON ((145.012024451379 -37.9246726741719, 145.012058646471 -37.9246575717232, 145.012289396611 -37.9234860777976, 145.012461995657 -37.9235064767162, 145.012214860473 -37.9247584387637, 145.012024451379 -37.9246726741719))"
AS-017942,"POLYGON ((145.012289396611 -37.9234860777976, 145.012626106876 -37.9217758526218, 145.012596834525 -37.9217476021185, 145.012840340347 -37.9217750559158, 145.012799824602 -37.921796810606, 145.012461995657 -37.9235064767162, 145.012289396611 -37.9234860777976))"
AS-017943,"POLYGON ((144.9986678064 -37.9127850101471, 144.999634688625 -37.9119103794121, 144.999904233949 -37.9116595711923, 145.000013264757 -37.9117706462595, 144.998667896859 -37.9129873237813, 144.9986678064 -37.9127850101471))"
AS-017944,"POLYGON ((145.016250308314 -37.9756041314281, 145.016331496755 -37.9752567516553, 145.016332989846 -37.9752731779816, 145.016340007444 -37.9753000608626, 145.016351487191 -37.9753261178579, 145.016367107117 -37.9753506226055, 145.016386644489 -37.9753733911141, 145.016409656267 -37.9753939653272, 145.016436040784 -37.9754118929471, 145.016465120136 -37.9754269823037, 145.016496446428 -37.9754389554912, 145.016529457969 -37.9754475326846, 145.016551102584 -37.9754512320901, 145.018564528429 -37.9756932559912, 145.019055769457 -37.9757524485642, 145.0191577739 -37.9757651611568, 145.019128917633 -37.9759449974961, 145.017745345982 -37.9757763238582, 145.017269864978 -37.9757237898098, 145.017227926475 -37.9757169547312, 145.016250308314 -37.9756041314281))"
AS-017945,"POLYGON ((145.030995943746 -37.974396418038, 145.031001014041 -37.9743685668726, 145.031166830426 -37.9743875643075, 145.030863232075 -37.9761290252484, 145.031205220269 -37.9771388279028, 145.031111109706 -37.9771287811686, 145.031004057734 -37.9771173461383, 145.031016423426 -37.9771061985515, 145.03068657393 -37.9761364300855, 145.030995943746 -37.974396418038))"
AS-017946,"POLYGON ((145.019128917633 -37.9759449974961, 145.0191577739 -37.9757651611568, 145.0192622673 -37.9757784562851, 145.020139079881 -37.9758850514862, 145.020344024178 -37.9759095892958, 145.021330227565 -37.9760295521657, 145.021415129864 -37.9760390011813, 145.0213859037 -37.976220093529, 145.019128917633 -37.9759449974961))"
AS-017947,"POLYGON ((145.0213859037 -37.976220093529, 145.021415129864 -37.9760390011813, 145.021509564243 -37.9760496018022, 145.022458527063 -37.9761617193197, 145.022650309248 -37.9761846800158, 145.023528202719 -37.9762895559849, 145.023700395904 -37.9763085810518, 145.024372963081 -37.9763946797733, 145.024491450391 -37.9764083856226, 145.024463151314 -37.9765848984544, 145.021854793933 -37.9762724099839, 145.021663801242 -37.9762539670825, 145.0213859037 -37.976220093529))"
AS-017948,"POLYGON ((145.024463151314 -37.9765848984544, 145.024491450391 -37.9764083856226, 145.024578273645 -37.9764184053313, 145.025298607492 -37.9765021471776, 145.02556105637 -37.9765348509326, 145.026768658248 -37.9766609189023, 145.026889287684 -37.9766584373622, 145.026858286481 -37.9768510362935, 145.025603175032 -37.976717683103, 145.025359783317 -37.9766960233051, 145.025360446445 -37.9766925199079, 145.024463151314 -37.9765848984544))"
AS-017949,"POLYGON ((145.026858286481 -37.9768510362935, 145.026889287684 -37.9766584373622, 145.027015384097 -37.976655867198, 145.028077260442 -37.9767779445122, 145.028457675106 -37.9768227131059, 145.028465585336 -37.9768249184115, 145.029278677833 -37.976918481884, 145.029487049832 -37.9769427909004, 145.031004057734 -37.9771173461383, 145.031111109706 -37.9771287811686, 145.031112632564 -37.977378518966, 145.031014095354 -37.9774446364252, 145.030037679368 -37.9773277120943, 145.029821465504 -37.9771921592573, 145.029789455878 -37.9771630560494, 145.026858286481 -37.9768510362935))"
AS-017950,"POLYGON ((145.031111109706 -37.9771287811686, 145.031205220269 -37.9771388279028, 145.034627260637 -37.9775303174095, 145.034731341223 -37.9776275803721, 145.034479754436 -37.9777507095333, 145.034369077292 -37.9776830744725, 145.031198999539 -37.9773204883466, 145.031112632564 -37.977378518966, 145.031111109706 -37.9771287811686))"
AS-017951,"POLYGON ((145.034479754436 -37.9777507095333, 145.034731341223 -37.9776275803721, 145.034872517296 -37.9777597074269, 145.03536859574 -37.9780654712484, 145.035471438858 -37.9781195471551, 145.035544881713 -37.9781533061891, 145.035608855972 -37.9781792471014, 145.035682142492 -37.9782060644792, 145.035757222495 -37.9782296675833, 145.035793840863 -37.9782397415109, 145.035880169204 -37.9782599277838, 145.035967726828 -37.9782767101052, 145.036056063335 -37.9782899007166, 145.036145515304 -37.9782996854704, 145.036235184344 -37.9783055987779, 145.036325172234 -37.9783080929201, 145.03644398611 -37.9783054811567, 145.037004725997 -37.9782870879515, 145.037031636563 -37.9782812290619, 145.037056283327 -37.9784714256045, 145.037038766566 -37.9784750982964, 145.036619581331 -37.9784876548031, 145.036357975136 -37.97849121649, 145.036195883012 -37.9784901315212, 145.035994107559 -37.9784700898769, 145.035801411712 -37.9784383042014, 145.035617101328 -37.9783866524716, 145.035440986775 -37.9783222507515, 145.035..."
AS-017952,"POLYGON ((145.037031636563 -37.9782812290619, 145.038464457483 -37.9779720700939, 145.038644053859 -37.9779912869494, 145.038661154257 -37.9780075227951, 145.039688817148 -37.9781247794733, 145.039894731575 -37.9781475872612, 145.040924965907 -37.9782667684745, 145.041019859423 -37.9782774512331, 145.040987249394 -37.9784591233473, 145.040474072727 -37.9783971333209, 145.040257354894 -37.9783781116039, 145.040246014602 -37.9783721551455, 145.040232762482 -37.9783695912452, 145.039370928749 -37.9782753806949, 145.03914331707 -37.9782507682958, 145.038480612246 -37.9781734793863, 145.037056283327 -37.9784714256045, 145.037031636563 -37.9782812290619))"
AS-017953,"POLYGON ((145.040987249394 -37.9784591233473, 145.041019859423 -37.9782774512331, 145.041131895812 -37.9782899514862, 145.04215973415 -37.9784137680486, 145.042360727173 -37.978441896571, 145.043272087535 -37.9785534007496, 145.043382619115 -37.9785668651031, 145.043350273427 -37.9787473708115, 145.042692659201 -37.978666675746, 145.042453630209 -37.9786389058405, 145.04152495009 -37.9785236824119, 145.041353241909 -37.9785031594764, 145.040987249394 -37.9784591233473))"
AS-017954,"POLYGON ((145.051758714325 -37.9797561657168, 145.051789948058 -37.9795868135327, 145.051878472359 -37.9795973820207, 145.052408084571 -37.9796628388318, 145.052944941119 -37.9797256196107, 145.052927669483 -37.9798104937599, 145.052909695468 -37.9799004028016, 145.051847565935 -37.9797672803525, 145.051758714325 -37.9797561657168))"
AS-017955,"POLYGON ((145.046597530313 -37.9791409212058, 145.046632622676 -37.9789509979283, 145.04671969444 -37.9789733514192, 145.047804808018 -37.9791061807003, 145.048283887224 -37.9791578402601, 145.048457692301 -37.9791810012804, 145.049440270274 -37.9793038229441, 145.049557041923 -37.979318196074, 145.049523712911 -37.9794976960278, 145.049320688504 -37.9794729704342, 145.048520100563 -37.9793737148888, 145.048278634555 -37.9793432128503, 145.047454627556 -37.9792470758854, 145.04724890452 -37.9792211303975, 145.046597530313 -37.9791409212058))"
